matricula_bici,pais,ciudad,numero_localizacion_origen,numero_localizacion_destino,inicio_utc,fin_utc,duracion_min,coste_eur,tipo_bici,bateria_inicio_pct,bateria_fin_pct,distancia_km,incidencia,tarifa
EB-PAR-001189,FR,Paris,71,432,2024-07-08 02:59:00+00:00,2024-07-08 03:20:00+00:00,21,2.51,electric,98.0,79.0,4.96,none,standard
EB-ROM-001874,IT,Rome,205,657,2025-03-23 02:54:37+00:00,2025-03-23 03:48:37+00:00,54,3.45,mechanical,,,13.72,none,standard
EB-BRU-004555,BE,Brussels,704,729,2025-05-08 09:51:19+00:00,2025-05-08 10:06:19+00:00,15,1.0,electric,93.0,84.0,4.28,none,plus
EB-AMS-004612,NL,Amsterdam,506,365,2025-02-08 18:53:12+00:00,2025-02-08 19:38:12+00:00,45,4.41,electric,74.0,36.0,14.82,none,standard
EB-PRG-002972,CZ,Prague,355,458,2024-12-01 07:49:10+00:00,2024-12-01 08:03:10+00:00,14,0.92,electric,90.0,78.0,3.28,none,plus
EB-MUC-002537,DE,Munich,660,177,2025-08-19 14:29:28+00:00,2025-08-19 14:53:28+00:00,24,1.02,electric,22.0,4.0,7.52,none,payg
EB-BUD-003084,HU,Budapest,366,368,2024-09-13 04:48:29+00:00,2024-09-13 05:21:29+00:00,33,3.24,electric,57.0,29.0,7.62,none,standard
EB-HEL-002942,FI,Helsinki,598,352,2025-04-08 09:29:44+00:00,2025-04-08 09:39:44+00:00,10,1.25,mechanical,,,1.7,none,standard
EB-BER-004126,DE,Berlin,157,506,2025-08-07 07:31:10+00:00,2025-08-07 07:52:10+00:00,21,1.48,electric,25.0,12.0,4.33,none,plus
EB-AMS-000436,NL,Amsterdam,745,388,2024-04-06 16:15:35+00:00,2024-04-06 16:24:35+00:00,9,1.26,mechanical,,,2.83,none,standard
EB-BCN-002924,ES,Barcelona,38,559,2025-04-04 23:13:10+00:00,2025-04-04 23:46:10+00:00,33,1.74,electric,94.0,77.0,8.2,none,payg
EB-HEL-003220,FI,Helsinki,721,495,2024-11-29 04:47:11+00:00,2024-11-29 04:56:11+00:00,9,1.2,mechanical,,,0.86,none,standard
EB-ATH-004144,GR,Athens,733,515,2024-06-17 13:21:41+00:00,2024-06-17 13:38:41+00:00,17,0.46,electric,48.0,35.0,4.65,none,payg
EB-CPH-004534,DK,Copenhagen,751,210,2024-04-21 09:08:47+00:00,2024-04-21 09:26:47+00:00,18,0.62,electric,62.0,51.0,3.22,none,payg
EB-ROM-003206,IT,Rome,502,261,2025-04-10 06:25:00+00:00,2025-04-10 06:28:00+00:00,3,1.0,mechanical,,,0.53,none,standard
EB-WAW-003040,PL,Warsaw,205,265,2024-06-13 05:08:11+00:00,2024-06-13 05:13:11+00:00,5,0.6,electric,27.0,23.0,1.08,none,plus
EB-PAR-004918,FR,Paris,635,508,2024-09-14 16:54:52+00:00,2024-09-14 17:03:52+00:00,9,0.33,electric,47.0,38.0,2.88,none,payg
EB-PRG-001401,CZ,Prague,527,376,2025-04-11 02:26:50+00:00,2025-04-11 02:28:50+00:00,2,0.3,mechanical,,,0.35,none,payg
EB-BER-000034,DE,Berlin,423,561,2024-11-10 08:28:34+00:00,2024-11-10 08:50:34+00:00,22,1.56,electric,99.0,87.0,5.75,none,plus
EB-PRG-002550,CZ,Prague,66,416,2025-08-12 16:24:07+00:00,2025-08-12 16:42:07+00:00,18,0.54,electric,96.0,85.0,3.01,none,payg
EB-CPH-004847,DK,Copenhagen,607,10,2025-10-09 08:53:06+00:00,2025-10-09 09:25:06+00:00,32,1.96,mechanical,,,7.08,flat_tire,plus
EB-ZRH-004568,CH,Zurich,647,423,2024-07-05 07:07:58+00:00,2024-07-05 07:13:58+00:00,6,0.38,mechanical,,,1.54,none,payg
EB-VIE-001933,AT,Vienna,295,227,2025-03-26 22:36:58+00:00,2025-03-26 22:57:58+00:00,21,1.8,mechanical,,,2.62,none,standard
EB-CPH-001734,DK,Copenhagen,44,163,2025-01-08 17:11:36+00:00,2025-01-08 17:31:36+00:00,20,0.8,electric,75.0,61.0,4.46,none,payg
EB-WAW-001574,PL,Warsaw,573,712,2024-10-07 07:23:59+00:00,2024-10-07 08:09:59+00:00,46,3.48,electric,89.0,68.0,10.11,none,plus
EB-MUC-004232,DE,Munich,602,11,2025-03-18 17:12:56+00:00,2025-03-18 17:28:56+00:00,16,0.9,mechanical,,,1.78,none,plus
EB-BUD-002750,HU,Budapest,126,543,2025-08-02 05:46:07+00:00,2025-08-02 07:05:07+00:00,79,6.12,electric,25.0,0.0,19.57,none,plus
EB-ROM-003921,IT,Rome,120,178,2024-01-09 19:54:20+00:00,2024-01-09 20:34:20+00:00,40,1.55,mechanical,,,6.74,none,payg
EB-HEL-002076,FI,Helsinki,298,478,2025-08-05 03:15:21+00:00,2025-08-05 03:53:21+00:00,38,2.84,electric,48.0,28.0,8.98,none,plus
EB-BER-002369,DE,Berlin,240,338,2024-08-25 03:42:01+00:00,2024-08-25 03:44:01+00:00,2,0.6,electric,94.0,93.0,0.38,none,plus
EB-AMS-003320,NL,Amsterdam,46,31,2025-02-23 12:53:49+00:00,2025-02-23 13:14:49+00:00,21,2.39,electric,34.0,21.0,4.02,none,standard
EB-HEL-002188,FI,Helsinki,154,718,2025-08-30 15:18:16+00:00,2025-08-30 16:04:16+00:00,46,3.05,mechanical,,,7.44,none,standard
EB-STO-002303,SE,Stockholm,503,530,2025-04-11 11:02:43+00:00,2025-04-11 11:26:43+00:00,24,1.72,electric,59.0,39.0,6.13,none,plus
EB-BRU-001563,BE,Brussels,367,372,2024-04-02 12:45:47+00:00,2024-04-02 12:50:47+00:00,5,1.0,mechanical,,,1.44,none,standard
EB-PRG-000700,CZ,Prague,233,741,2025-08-16 09:16:17+00:00,2025-08-16 09:26:17+00:00,10,0.3,mechanical,,,1.84,none,payg
EB-OSL-001333,NO,Oslo,311,769,2024-07-27 04:00:00+00:00,2024-07-27 04:17:00+00:00,17,1.14,mechanical,,,1.58,none,plus
EB-BUD-004512,HU,Budapest,245,288,2025-05-05 21:43:59+00:00,2025-05-05 22:03:59+00:00,20,1.75,mechanical,,,1.61,none,standard
EB-BUD-001284,HU,Budapest,772,262,2025-01-05 20:09:11+00:00,2025-01-05 20:19:11+00:00,10,0.6,mechanical,,,1.82,none,plus
EB-MAD-002869,ES,Madrid,409,300,2024-07-02 09:26:54+00:00,2024-07-02 10:04:54+00:00,38,2.65,mechanical,,,4.97,none,standard
EB-BCN-003752,ES,Barcelona,547,326,2024-01-09 05:10:07+00:00,2024-01-09 05:13:07+00:00,3,0.3,electric,83.0,81.0,0.69,none,payg
EB-DUB-001962,IE,Dublin,486,408,2024-03-13 17:47:33+00:00,2024-03-13 17:51:33+00:00,4,1.0,electric,90.0,88.0,0.43,none,standard
EB-OSL-002913,NO,Oslo,422,659,2024-05-18 05:30:36+00:00,2024-05-18 05:48:36+00:00,18,2.45,electric,100.0,87.0,6.19,none,standard
EB-BRU-004822,BE,Brussels,758,605,2024-01-03 09:28:42+00:00,2024-01-03 09:46:42+00:00,18,0.54,electric,88.0,78.0,4.73,none,payg
EB-DUB-004554,IE,Dublin,692,197,2025-09-27 11:14:01+00:00,2025-09-27 11:27:01+00:00,13,1.64,electric,84.0,77.0,2.1,none,standard
EB-BER-002057,DE,Berlin,288,325,2025-08-04 09:51:36+00:00,2025-08-04 10:24:36+00:00,33,1.74,electric,80.0,56.0,7.53,none,payg
EB-STO-002440,SE,Stockholm,405,323,2024-11-26 00:26:58+00:00,2024-11-26 01:33:58+00:00,67,4.1,mechanical,,,8.75,none,standard
EB-ATH-003764,GR,Athens,255,672,2025-06-02 09:16:33+00:00,2025-06-02 09:30:33+00:00,14,0.92,electric,39.0,27.0,4.09,none,plus
EB-PRG-001304,CZ,Prague,799,607,2024-11-14 10:36:44+00:00,2024-11-14 11:08:44+00:00,32,3.16,electric,42.0,16.0,7.71,none,standard
EB-ATH-002221,GR,Athens,492,310,2024-03-25 11:50:30+00:00,2024-03-25 12:22:30+00:00,32,2.35,mechanical,,,6.57,none,standard
EB-VIE-002284,AT,Vienna,649,298,2025-10-27 16:56:20+00:00,2025-10-27 16:58:20+00:00,2,1.0,electric,82.0,81.0,0.38,none,standard
EB-BRU-001285,BE,Brussels,413,301,2025-01-24 14:06:20+00:00,2025-01-24 14:22:20+00:00,16,1.88,electric,26.0,16.0,3.4,none,standard
EB-BRU-003915,BE,Brussels,456,793,2024-06-27 18:16:09+00:00,2024-06-27 18:33:09+00:00,17,1.6,mechanical,,,2.71,flat_tire,standard
EB-BCN-003829,ES,Barcelona,759,420,2025-06-25 02:11:49+00:00,2025-06-25 02:26:49+00:00,15,1.8,electric,54.0,45.0,3.02,none,standard
EB-BRU-004602,BE,Brussels,431,672,2024-01-11 15:26:44+00:00,2024-01-11 15:37:44+00:00,11,0.68,electric,26.0,19.0,2.09,none,plus
EB-ATH-003140,GR,Athens,247,671,2024-11-20 09:52:35+00:00,2024-11-20 10:09:35+00:00,17,1.96,electric,95.0,87.0,3.78,none,standard
EB-AMS-003100,NL,Amsterdam,49,212,2024-03-30 10:56:32+00:00,2024-03-30 11:05:32+00:00,9,0.63,electric,72.0,68.0,1.83,none,plus
EB-PAR-003141,FR,Paris,76,309,2025-11-19 19:22:11+00:00,2025-11-19 20:13:11+00:00,51,2.92,mechanical,,,6.15,none,plus
EB-VIE-001500,AT,Vienna,180,610,2024-02-18 07:39:05+00:00,2024-02-18 08:09:05+00:00,30,1.5,electric,57.0,40.0,7.14,none,payg
EB-LIS-001391,PT,Lisbon,711,495,2025-06-29 23:38:04+00:00,2025-06-29 23:52:04+00:00,14,1.45,mechanical,,,3.63,none,standard
EB-BCN-003738,ES,Barcelona,624,496,2025-07-23 14:37:48+00:00,2025-07-23 14:46:48+00:00,9,0.6,electric,50.0,46.0,2.2,none,plus
EB-MUC-002855,DE,Munich,277,210,2024-06-29 22:42:36+00:00,2024-06-29 23:10:36+00:00,28,2.04,electric,60.0,40.0,5.34,none,plus
EB-MUC-003208,DE,Munich,410,787,2025-05-02 12:03:46+00:00,2025-05-02 12:28:46+00:00,25,2.0,mechanical,,,4.14,none,standard
EB-ROM-003022,IT,Rome,235,786,2024-06-26 03:56:50+00:00,2024-06-26 04:04:50+00:00,8,1.15,mechanical,,,1.42,none,standard
EB-BUD-003177,HU,Budapest,574,619,2024-02-14 04:47:41+00:00,2024-02-14 04:57:41+00:00,10,1.4,electric,81.0,73.0,2.4,none,standard
EB-BRU-004054,BE,Brussels,778,771,2024-03-28 21:25:24+00:00,2024-03-28 22:53:24+00:00,88,6.14,electric,28.0,0.0,19.53,none,payg
EB-CPH-000956,DK,Copenhagen,723,797,2025-03-29 17:31:12+00:00,2025-03-29 17:35:12+00:00,4,0.69,mechanical,,,0.86,none,plus
EB-MUC-002172,DE,Munich,395,336,2024-09-17 05:55:11+00:00,2024-09-17 06:21:11+00:00,26,1.88,electric,81.0,66.0,6.46,none,plus
EB-BRU-001341,BE,Brussels,268,112,2025-12-10 02:20:58+00:00,2025-12-10 02:43:58+00:00,23,2.44,electric,27.0,2.0,7.24,none,standard
EB-OSL-000330,NO,Oslo,418,119,2025-11-16 20:45:57+00:00,2025-11-16 20:52:57+00:00,7,0.36,mechanical,,,1.41,none,payg
EB-BER-001957,DE,Berlin,483,437,2025-07-10 22:04:49+00:00,2025-07-10 22:29:49+00:00,25,1.8,electric,99.0,80.0,8.36,none,plus
EB-MAD-000633,ES,Madrid,155,479,2024-07-28 18:39:08+00:00,2024-07-28 19:06:08+00:00,27,2.76,electric,49.0,21.0,8.16,none,standard
EB-HEL-000973,FI,Helsinki,333,685,2025-04-01 03:23:44+00:00,2025-04-01 03:39:44+00:00,16,0.38,electric,33.0,23.0,3.92,none,payg
EB-CPH-003457,DK,Copenhagen,658,167,2024-10-30 14:02:02+00:00,2024-10-30 14:08:02+00:00,6,0.34,mechanical,,,0.84,none,payg
EB-STO-004410,SE,Stockholm,413,270,2024-06-06 18:44:55+00:00,2024-06-06 18:55:55+00:00,11,0.3,electric,64.0,57.0,3.38,none,payg
EB-BRU-004018,BE,Brussels,531,342,2024-12-28 02:44:14+00:00,2024-12-28 03:06:14+00:00,22,1.85,mechanical,,,2.84,none,standard
EB-WAW-002679,PL,Warsaw,159,489,2025-08-27 15:23:21+00:00,2025-08-27 15:32:21+00:00,9,0.3,electric,48.0,40.0,2.38,none,payg
EB-BCN-001017,ES,Barcelona,677,331,2024-10-08 14:39:10+00:00,2024-10-08 14:46:10+00:00,7,0.3,electric,93.0,89.0,1.57,none,payg
EB-BUD-004865,HU,Budapest,102,594,2025-07-21 04:58:10+00:00,2025-07-21 05:37:10+00:00,39,2.92,electric,68.0,48.0,9.74,none,plus
EB-BCN-004274,ES,Barcelona,752,583,2024-07-27 15:11:25+00:00,2024-07-27 15:35:25+00:00,24,1.72,electric,84.0,59.0,6.5,none,plus
EB-MUC-001037,DE,Munich,666,170,2024-07-17 07:32:21+00:00,2024-07-17 07:34:21+00:00,2,0.3,electric,49.0,47.0,0.45,none,payg
EB-LIS-004635,PT,Lisbon,616,213,2025-07-10 04:04:49+00:00,2025-07-10 04:19:49+00:00,15,0.3,electric,23.0,16.0,2.78,none,payg
EB-AMS-003231,NL,Amsterdam,238,30,2024-03-05 06:49:56+00:00,2024-03-05 06:54:56+00:00,5,1.05,mechanical,,,0.43,none,standard
EB-ATH-001762,GR,Athens,298,227,2025-03-24 20:58:07+00:00,2025-03-24 21:10:07+00:00,12,0.3,mechanical,,,2.9,none,payg
EB-DUB-000554,IE,Dublin,582,386,2025-03-02 19:49:12+00:00,2025-03-02 20:02:12+00:00,13,0.3,electric,88.0,79.0,3.11,none,payg
EB-ZRH-002347,CH,Zurich,450,276,2024-04-20 19:27:50+00:00,2024-04-20 20:06:50+00:00,39,1.88,mechanical,,,9.05,none,payg
EB-DUB-000128,IE,Dublin,717,424,2024-04-15 03:49:39+00:00,2024-04-15 04:18:39+00:00,29,2.12,electric,36.0,16.0,6.6,none,plus
EB-VIE-004904,AT,Vienna,665,464,2024-08-03 00:12:18+00:00,2024-08-03 00:36:18+00:00,24,1.72,electric,32.0,15.0,7.83,none,plus
EB-BUD-004080,HU,Budapest,50,669,2025-08-24 03:13:02+00:00,2025-08-24 03:23:02+00:00,10,0.6,electric,72.0,62.0,3.33,none,plus
EB-PAR-001102,FR,Paris,527,101,2024-10-08 21:11:36+00:00,2024-10-08 21:15:36+00:00,4,1.1,electric,67.0,64.0,1.17,none,standard
EB-BRU-003528,BE,Brussels,131,654,2024-05-05 22:35:31+00:00,2024-05-05 22:44:31+00:00,9,1.32,electric,50.0,44.0,2.13,none,standard
EB-BUD-003144,HU,Budapest,102,433,2025-02-15 15:15:48+00:00,2025-02-15 15:54:48+00:00,39,3.72,electric,25.0,0.0,12.77,none,standard
EB-STO-000473,SE,Stockholm,565,629,2025-09-26 16:20:21+00:00,2025-09-26 16:28:21+00:00,8,1.24,electric,82.0,77.0,2.14,none,standard
EB-VIE-001831,AT,Vienna,633,334,2024-10-31 01:15:53+00:00,2024-10-31 01:27:53+00:00,12,1.56,electric,27.0,21.0,2.38,none,standard
EB-BER-002842,DE,Berlin,12,568,2025-07-30 12:43:32+00:00,2025-07-30 12:56:32+00:00,13,1.4,mechanical,,,2.72,none,standard
EB-HEL-000537,FI,Helsinki,746,441,2024-11-18 06:27:44+00:00,2024-11-18 06:51:44+00:00,24,0.75,mechanical,,,4.17,none,payg
EB-MAD-003675,ES,Madrid,378,122,2024-02-03 10:52:42+00:00,2024-02-03 12:17:42+00:00,85,5.9,electric,87.0,39.0,23.68,none,payg
EB-ROM-001719,IT,Rome,507,55,2024-07-31 04:39:43+00:00,2024-07-31 04:42:43+00:00,3,0.6,mechanical,,,0.74,none,plus
EB-DUB-000966,IE,Dublin,657,95,2025-10-11 06:43:43+00:00,2025-10-11 06:47:43+00:00,4,0.3,electric,61.0,58.0,0.83,none,payg
EB-BCN-001480,ES,Barcelona,722,134,2024-08-25 18:20:21+00:00,2024-08-25 18:35:21+00:00,15,0.3,mechanical,,,3.72,none,payg
EB-STO-003080,SE,Stockholm,422,324,2025-04-15 12:11:27+00:00,2025-04-15 12:16:27+00:00,5,1.0,electric,87.0,84.0,1.47,none,standard
EB-BUD-004505,HU,Budapest,178,204,2025-09-26 00:50:27+00:00,2025-09-26 01:08:27+00:00,18,0.54,electric,77.0,66.0,3.02,none,payg
EB-BCN-001566,ES,Barcelona,599,125,2025-05-19 20:45:07+00:00,2025-05-19 20:53:07+00:00,8,0.3,electric,70.0,65.0,1.74,battery_swap,payg
EB-OSL-002910,NO,Oslo,356,367,2025-11-30 22:30:26+00:00,2025-11-30 22:32:26+00:00,2,0.36,electric,92.0,90.0,0.58,none,payg
EB-PAR-003803,FR,Paris,632,436,2024-05-15 11:27:09+00:00,2024-05-15 11:40:09+00:00,13,1.8,electric,25.0,11.0,4.33,none,standard
EB-BCN-001987,ES,Barcelona,297,63,2025-07-12 14:30:44+00:00,2025-07-12 14:36:44+00:00,6,0.3,electric,75.0,73.0,1.11,none,payg
EB-WAW-002371,PL,Warsaw,451,549,2024-06-18 14:29:27+00:00,2024-06-18 14:33:27+00:00,4,1.0,electric,62.0,59.0,0.88,none,standard
EB-ZRH-001909,CH,Zurich,401,799,2025-05-02 05:32:35+00:00,2025-05-02 06:00:35+00:00,28,1.68,electric,97.0,71.0,7.42,none,payg
EB-PRG-002052,CZ,Prague,471,109,2025-12-12 11:11:50+00:00,2025-12-12 11:13:50+00:00,2,0.3,mechanical,,,0.53,none,payg
EB-VIE-004285,AT,Vienna,234,212,2025-05-07 13:17:33+00:00,2025-05-07 13:29:33+00:00,12,0.76,electric,23.0,14.0,2.2,none,plus
EB-HEL-000274,FI,Helsinki,210,351,2024-06-26 15:14:31+00:00,2024-06-26 15:30:31+00:00,16,1.55,mechanical,,,2.29,none,standard
EB-PRG-004781,CZ,Prague,722,215,2025-02-19 02:51:26+00:00,2025-02-19 02:58:26+00:00,7,1.16,electric,68.0,63.0,1.45,none,standard
EB-PAR-004097,FR,Paris,784,784,2025-06-08 01:59:48+00:00,2025-06-08 02:13:48+00:00,14,0.33,electric,24.0,17.0,2.34,none,payg
EB-BER-001693,DE,Berlin,45,45,2024-05-07 14:07:37+00:00,2024-05-07 14:14:37+00:00,7,0.3,electric,43.0,39.0,1.77,none,payg
EB-LIS-004407,PT,Lisbon,565,12,2025-02-26 00:44:15+00:00,2025-02-26 00:54:15+00:00,10,0.6,mechanical,,,1.82,none,plus
EB-LIS-003345,PT,Lisbon,362,498,2024-05-18 06:47:44+00:00,2024-05-18 07:02:44+00:00,15,0.3,electric,53.0,46.0,2.54,none,payg
EB-BUD-003606,HU,Budapest,132,599,2025-02-14 18:00:25+00:00,2025-02-14 18:11:25+00:00,11,0.68,electric,96.0,88.0,2.77,none,plus
EB-MUC-000337,DE,Munich,527,723,2024-03-16 19:03:14+00:00,2024-03-16 19:29:14+00:00,26,2.68,electric,44.0,26.0,6.79,none,standard
EB-LIS-000668,PT,Lisbon,785,634,2025-07-06 06:38:59+00:00,2025-07-06 06:49:59+00:00,11,1.48,electric,45.0,41.0,1.78,none,standard
EB-ZRH-001928,CH,Zurich,217,772,2025-11-28 06:18:17+00:00,2025-11-28 06:48:17+00:00,30,3.75,electric,56.0,37.0,9.22,none,standard
EB-HEL-002518,FI,Helsinki,533,684,2024-06-05 11:11:18+00:00,2024-06-05 11:16:18+00:00,5,1.0,electric,41.0,37.0,1.53,none,standard
EB-BCN-004228,ES,Barcelona,527,150,2024-02-02 21:42:16+00:00,2024-02-02 22:04:16+00:00,22,0.65,mechanical,,,4.4,none,payg
EB-LIS-002952,PT,Lisbon,527,149,2025-02-13 04:52:51+00:00,2025-02-13 06:22:51+00:00,90,5.25,mechanical,,,17.33,none,standard
EB-HEL-002307,FI,Helsinki,368,495,2024-02-08 19:54:36+00:00,2024-02-08 20:04:36+00:00,10,0.6,mechanical,,,1.91,none,plus
EB-BER-004461,DE,Berlin,491,459,2024-12-21 08:30:43+00:00,2024-12-21 10:10:43+00:00,100,7.1,electric,35.0,0.0,26.4,none,payg
EB-WAW-002398,PL,Warsaw,347,484,2025-12-26 19:19:52+00:00,2025-12-26 19:26:52+00:00,7,1.16,electric,54.0,49.0,1.5,none,standard
EB-MAD-004476,ES,Madrid,643,500,2025-12-14 22:12:19+00:00,2025-12-14 22:23:19+00:00,11,1.48,electric,52.0,44.0,2.84,none,standard
EB-MAD-002940,ES,Madrid,284,758,2025-03-04 08:32:09+00:00,2025-03-04 08:47:09+00:00,15,1.5,mechanical,,,3.99,none,standard
EB-OSL-003456,NO,Oslo,557,421,2025-02-06 06:39:19+00:00,2025-02-06 07:41:19+00:00,62,4.87,electric,31.0,0.0,16.43,none,payg
EB-BRU-002745,BE,Brussels,638,332,2025-11-05 09:25:54+00:00,2025-11-05 10:03:54+00:00,38,2.84,electric,59.0,38.0,8.36,none,plus
EB-AMS-003812,NL,Amsterdam,533,608,2025-04-05 03:48:01+00:00,2025-04-05 04:40:01+00:00,52,3.52,mechanical,,,13.54,none,standard
EB-CPH-000155,DK,Copenhagen,666,712,2025-12-17 11:11:09+00:00,2025-12-17 11:36:09+00:00,25,2.07,electric,49.0,25.0,8.09,none,plus
EB-OSL-002236,NO,Oslo,466,380,2025-03-21 11:35:47+00:00,2025-03-21 11:37:47+00:00,2,0.72,electric,73.0,71.0,0.63,none,plus
EB-PRG-004829,CZ,Prague,754,444,2025-07-05 18:24:45+00:00,2025-07-05 18:33:45+00:00,9,0.3,electric,65.0,57.0,1.97,vandalism,payg
EB-PAR-003188,FR,Paris,487,265,2025-01-10 01:57:16+00:00,2025-01-10 02:11:16+00:00,14,0.33,electric,21.0,11.0,3.51,battery_swap,payg
EB-DUB-002333,IE,Dublin,155,531,2024-08-22 04:38:11+00:00,2024-08-22 04:52:11+00:00,14,0.8,mechanical,,,2.03,none,plus
EB-BER-004958,DE,Berlin,739,44,2025-08-13 12:39:18+00:00,2025-08-13 13:00:18+00:00,21,2.28,electric,62.0,44.0,4.92,vandalism,standard
EB-BRU-000961,BE,Brussels,645,591,2025-01-09 08:15:09+00:00,2025-01-09 08:44:09+00:00,29,1.42,electric,54.0,40.0,6.09,none,payg
EB-WAW-001894,PL,Warsaw,57,46,2025-12-19 07:52:06+00:00,2025-12-19 08:33:06+00:00,41,3.08,electric,59.0,32.0,9.56,none,plus
EB-ROM-004059,IT,Rome,317,649,2025-08-10 15:29:12+00:00,2025-08-10 15:45:12+00:00,16,1.88,electric,44.0,24.0,5.44,none,standard
EB-MAD-003768,ES,Madrid,68,676,2024-11-04 23:32:09+00:00,2024-11-04 23:48:09+00:00,16,0.38,electric,96.0,83.0,4.61,none,payg
EB-DUB-003799,IE,Dublin,340,79,2024-01-16 12:31:29+00:00,2024-01-16 12:33:29+00:00,2,1.0,electric,75.0,73.0,0.54,none,standard
EB-PRG-001049,CZ,Prague,703,127,2024-09-17 05:25:39+00:00,2024-09-17 05:29:39+00:00,4,0.6,electric,20.0,18.0,0.88,none,plus
EB-DUB-000646,IE,Dublin,94,455,2025-12-22 03:32:18+00:00,2025-12-22 03:49:18+00:00,17,0.46,electric,40.0,25.0,5.07,none,payg
EB-PAR-000608,FR,Paris,337,414,2024-04-03 11:50:10+00:00,2024-04-03 11:53:10+00:00,3,1.1,mechanical,,,0.64,none,standard
EB-BUD-002780,HU,Budapest,643,175,2024-03-05 18:48:15+00:00,2024-03-05 19:09:15+00:00,21,0.78,electric,57.0,39.0,5.56,none,payg
EB-DUB-003074,IE,Dublin,203,595,2024-05-05 01:12:06+00:00,2024-05-05 01:21:06+00:00,9,0.6,mechanical,,,2.16,none,plus
EB-ATH-000154,GR,Athens,637,788,2025-09-27 04:14:03+00:00,2025-09-27 04:33:03+00:00,19,2.12,electric,55.0,43.0,4.01,none,standard
EB-PAR-001628,FR,Paris,358,120,2024-08-23 16:41:13+00:00,2024-08-23 17:04:13+00:00,23,2.68,electric,82.0,66.0,5.08,none,standard
EB-ZRH-002701,CH,Zurich,220,49,2025-08-25 01:54:29+00:00,2025-08-25 02:29:29+00:00,35,3.12,mechanical,,,9.72,none,standard
EB-PAR-003426,FR,Paris,609,31,2024-09-10 05:04:34+00:00,2024-09-10 05:58:34+00:00,54,5.41,electric,91.0,75.0,7.92,none,standard
EB-CPH-003672,DK,Copenhagen,263,305,2024-04-04 13:38:47+00:00,2024-04-04 14:57:47+00:00,79,7.96,electric,85.0,56.0,14.32,none,standard
EB-BCN-004329,ES,Barcelona,253,523,2025-06-08 21:09:50+00:00,2025-06-08 21:12:50+00:00,3,0.6,electric,76.0,72.0,0.93,none,plus
EB-BRU-003300,BE,Brussels,302,265,2024-01-15 09:27:19+00:00,2024-01-15 09:43:19+00:00,16,1.88,electric,98.0,83.0,3.75,none,standard
EB-LIS-002648,PT,Lisbon,553,379,2025-07-01 05:12:38+00:00,2025-07-01 05:20:38+00:00,8,0.6,electric,45.0,38.0,2.39,electrical,plus
EB-BER-002292,DE,Berlin,508,124,2025-06-30 21:52:08+00:00,2025-06-30 21:55:08+00:00,3,1.0,electric,59.0,56.0,0.86,none,standard
EB-HEL-001918,FI,Helsinki,173,777,2025-03-29 07:40:45+00:00,2025-03-29 07:54:45+00:00,14,0.3,electric,49.0,38.0,3.39,none,payg
EB-PAR-004539,FR,Paris,186,260,2025-04-06 01:11:00+00:00,2025-04-06 01:17:00+00:00,6,1.19,electric,65.0,61.0,1.61,none,standard
EB-ZRH-000141,CH,Zurich,469,595,2024-05-03 23:02:45+00:00,2024-05-03 23:11:45+00:00,9,0.38,mechanical,,,1.39,none,payg
EB-STO-002313,SE,Stockholm,380,565,2025-07-04 12:00:15+00:00,2025-07-04 12:18:15+00:00,18,2.04,electric,83.0,70.0,4.94,none,standard
EB-PRG-003663,CZ,Prague,650,89,2025-11-14 08:14:43+00:00,2025-11-14 08:16:43+00:00,2,1.0,electric,65.0,63.0,0.49,none,standard
EB-AMS-002726,NL,Amsterdam,102,316,2025-01-21 08:52:15+00:00,2025-01-21 09:00:15+00:00,8,0.63,electric,54.0,48.0,2.28,none,plus
EB-PAR-002057,FR,Paris,678,251,2024-06-01 22:16:52+00:00,2024-06-01 22:24:52+00:00,8,0.33,electric,88.0,81.0,1.96,none,payg
EB-ZRH-003298,CH,Zurich,477,535,2024-05-11 14:33:44+00:00,2024-05-11 14:41:44+00:00,8,0.75,electric,76.0,70.0,1.6,none,plus
EB-AMS-004063,NL,Amsterdam,757,790,2025-05-13 03:01:31+00:00,2025-05-13 03:16:31+00:00,15,1.05,electric,37.0,25.0,3.52,none,plus
EB-VIE-004301,AT,Vienna,754,401,2024-06-22 04:14:18+00:00,2024-06-22 04:28:18+00:00,14,0.3,electric,98.0,88.0,3.46,none,payg
EB-HEL-001955,FI,Helsinki,727,163,2025-11-04 16:08:19+00:00,2025-11-04 16:17:19+00:00,9,0.6,mechanical,,,1.18,none,plus
EB-CPH-004338,DK,Copenhagen,97,586,2025-05-26 04:53:02+00:00,2025-05-26 05:43:02+00:00,50,2.36,mechanical,,,11.48,none,payg
EB-BRU-000365,BE,Brussels,672,694,2025-07-22 03:24:33+00:00,2025-07-22 04:21:33+00:00,57,3.66,electric,89.0,46.0,13.91,none,payg
EB-PAR-000656,FR,Paris,257,698,2024-09-07 14:23:04+00:00,2024-09-07 14:46:04+00:00,23,1.38,mechanical,,,4.95,none,plus
EB-MAD-003457,ES,Madrid,63,1,2024-12-15 09:33:14+00:00,2024-12-15 09:48:14+00:00,15,1.5,mechanical,,,4.16,none,standard
EB-BER-003825,DE,Berlin,646,367,2025-01-16 15:19:55+00:00,2025-01-16 15:53:55+00:00,34,3.32,electric,58.0,40.0,8.25,none,standard
